"Unnamed: 0","rating","title","text","images","asin","parent_asin","user_id","timestamp","helpful_vote","verified_purchase","token_count"
"396515","5","Great value","I've used several zip tie guns at work. I tried to save a few bucks and bought a Harbor Freight gun and took it back the next day... junk. I used some that other guys had at work that cost $50.00 and $120.00. They worked awesome. I saw this with the Greenlee logo in the information so I took a chance. The free shipping also was a plus.\\nSo here's my opinion... $18.00 is an excellent price. This tool is all metal and has a solid feel. How does it work? Very well. As a maintenance mechanic I often have to make a temporary repair using a zip tie or two... or three. This little gun cinches the zip tie tight (on the highest setting of 3) and snips of the end almost flush with the lock. I measured the cut end at .050 Inches with my micrometer. The minimal amount left is less than a 64th of an inch and it is smooth! No more tightening zip ties with pliers and cutting off with wire cutters that leave a sharp edge that can cut you wide open.\\nThis is day one and I've used it several times and the rest of the crew had to try it out too so it's done at least 20 zip ties before lunch.\\nIt does all sizes including the heavy duty 1/4 inch ties.\\nHighly recommend this tool. If anything goes bad I will update this review. Just to be fair, i have not used it on the lower settings to wrap a bundle of cables or wires yet.\\nI bought this from American Tools. I give them 5 stars too. Fast free 3 day shipping. It came in a padded envelope that fit in large slot in my locking mailbox. Happy with shipping, happy with the product.\\n\\nUPDATE 3/3/2018 I freaking LOVE this little tool. Iv'e used it hundreds of times and several coworkers have used on a lot of projects. The #3 (highest setting) tightens a 1/4&#34; Zip tie really tight. I used it to hold a sensor on a pneumatic cylinder until a proper stainless steel strap could be delivered. Saved 2 hours of down time. The machine ran with no problems and the sensor didn't move out of place even after 2,500 cycles.  On the lowest setting it works well for bundling delicate wires and hard plastic pneumatic tubing without damaging anything.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71l3UOX9wzL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71l3UOX9wzL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71l3UOX9wzL.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81XUvUea1vL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81XUvUea1vL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81XUvUea1vL.jpg', 'attachment_type': 'IMAGE'}]","B004YK60YC","B004YK60YC","AF5LDKPQP7KBHCD2JUDSC23SJS7Q","2017-08-07 18:49:13.197","5","True","512"
"81143","5","Even on a older (2009) ""big box mart"" computer, works great! Its a simple upgade!","First off lets look what I'm using this in:  A old Walmart &#34;box&#34; Dell Inspiron 560 computer (2009 era) with the Intel e5400 CPU; 10 Gig Ram, Win10 and stock 300 Watt power supply. This by NO means a powerhouse of a computer.  With the on-board graphics being only good for the most basic of games and videos, we moved to upgrade the video to a Nvidia GT 520 (2011 era). One of the limiting factors with video cards is the power supply in the computer having enough power. Back then the GT 520 fit the bill only requiring 300W. This card worked fine until games became more graphic heavy.\\n\\nPlaying what would be considered &#34;simple single and multi-player games&#34; with my son (he has a gaming computer) was more of a aggravation then enjoyment. Games like; Flight Simulator, Spin Tires, Euro Truck Simulator, Modern Warfare 2 (all on Steam) would suffer along on only the lowest of settings.\\n\\nWell this Gigabyte GeForce GTX 1050 has changed all that. Now these games are running smooth and quick. It's like having a whole new computer, even with the lacking &#34;CPU&#34; power. With the Video settings on High, I'm now &#34;booking&#34; on all my games and simulators!\\n\\nThe GTX 1050 requires only 300W power so no issues there. It does take the space of an extra slot in the back out your PC case, but does push right in to the board with no extra wiring. The fans are quite when the run.\\n\\nI currently run two monitors, one on HDMI and one with the DVI-D (using a converter to VGA). There is a DP (display port) connector for my third monitor Ill be getting soon.\\n\\nSo far the only lacking is the Utility Program - kinda slow to open but does have different settings you can play this like over-clocking, fan speed, etc.\\n\\nAll in all, this is a great card for the price and a perfect upgrade for a older computer.\\n\\n[[ASIN:B01MG0733A Gigabyte Geforce GTX 1050 2GB GDDR5 128 Bit PCI-E Graphic Card (GV-N1050OC-2GD)]]","[]","B01MG0733A","B01MSNCDTA","AFLAWWHQ2AV77ZWGY4VFQYDNI7ZQ","2017-11-29 03:52:34.050","12","True","512"
"931887","3","Nice universal mounting tech, decent keyboard, but keyboard/tablet slide around inside closed case.","So the good news is that, unlike several other reviewers, I've had no problem with the keys repeating. The keyboard works beautifully, and while I'd prefer more of a slope instead of the totally flat layout, it's a good keyboard with decently-sized and well-spaced keys. Many of these sorts of keyboard cases give you tiny keys or are far too cramped for decent typing. The Universal Folio doesn't make those mistakes.\\n\\nGetting my Samsung Galaxy Note 10.1 into the folio wasn't a problem, and it does indeed hold the tablet in place firmly. The mounting tech is solid, easy to use, and seems reliable. Where I ran into trouble was when I went to close the case and found that it sort of slides around freely. Even with the elastic strap holding it closed, it's not a very secure closure. The tablet is meant to lock into place when the mounting brackets on the bottom slot into some indentations on the keyboard surface, but they're not very deep and they don't so much &#34;lock&#34; as just sit in those grooves loosely. That means that your screen is sort of rubbing against the keyboard every once in a while, and I find this less than ideal. They needed to put something on the corners to prevent this.\\n\\nI really wanted to give this a four-star review, but the more I tried carrying my tablet around in this case the more the sliding happened. It's not making me feel like this is protective at all, and in fact might damage your screen. Yes, it gives you a keyboard for your tablet but it really falls short in the realm of protection.\\n\\nI adore Logitech products, and I expected better from them. This folio has a great universal mounting technology, but the idea isn't complete. Until they figure out a better, more reliable way to keep the tablet and keyboard from sliding around against each other when the folio is closed, this case unfortunately deserves the three-star review I've given it. With all due respect, Logitech, this design needs to go back to the drawing board.\\n\\nIf you are just looking for a way to turn an extra tablet into a laptop that you don't intend to carry around, this will do the trick. If you're looking for a protective keyboard-folio that can go everywhere with you, you may want to wait for a future version. Three stars.","[]","B06XJ6ZGZK","B06XJ6ZGZK","AHPJHWUFX7DFIVS5B3XNEK7JLSAQ","2017-05-28 17:30:06.000","0","False","512"
"102316","5","Amazing value, beast of a gaming machine, great cord management","I play too much Rocket League. I started on PS4, then moved to play on my iMac 5k. I wanted to play at 144hz, and also get a Windows machine for gaming, so I started looking into my options. I looked into Alienware but those would have been $500 more for the same specs with a sufficient power supply/cooling system. EVERYONE says &#34;build your own machine.&#34; I'm great with computers, work as a programmer, have upgraded and modified countless things on countless computers, but I've never built one from the ground up.\\n\\nWhen pricing out all of the parts as opposed to just buying the machine itself, I could have saved maybe $100. Seriously. And for that $100 I would have to do all of work, be responsible for any bricking issues, and order like 10 different things instead of one.\\n\\nI just wanted to play more Rocket League, so I decided to buy a pre-built machine. This computer was basically a custom-built PC that someone else with better wire management skills builds for you. All of the pre-built gaming machine companies get mixed reviews (Cyberpower, iBuyPower, etc), so I felt a bit risky, but I bought it anyway. I seriously could not be happier with the CyberpowerPC, and would 100% buy from them again.\\n\\nThe components themselves are top notch, it has a sufficient power supply and cooling system (which isn't common for the price point), runs almost all games on ultra settings, and will be super easy to upgrade once it starts getting dated. The packaging and box was almost Apple-like, high quality and easy to deal with. Everything is preinstalled (besides a few drivers I had to update) so it worked right out of the box with no issue. The LED lights are gimmicky but every gaming PC seems to have those.\\n\\nThe only complaint I've had so far is the headphone jack on the top of the case is wonky, super hard to plug in or take out a plug. I just got a USB headset instead and that solved the problem. Oh and the included keyboard is super loud because it's mechanical. But seriously, those two nitpicks don't matter at all.\\n\\nMaybe in the future I'll build a machine from the ground up for fun, but CyberPower 100% gets my recommendation.","[]","B01MT0792S","B01N6QV8Z6","AG2PBIU3PQUQ3DZD46UDTRJNWZGA","2017-07-13 16:14:30.032","0","False","512"
"778733","5","Great remote, great iOS app - with note re Apple TV Gen 4","Setup:  Samsung 55&quot; Smart TV (I don't using any of the smart features since my Apple TV has better versions), VIzio 55&quot; soundbar, Arris cable box; Apple TV Gen4; old Phillips DVD player.  TV, soundbar and Apple TV are on wifi and the remote automatically found and added them.  Setting up the others simply required entering the model name/number.  Basic setup for Watch TV, Watch Apple TV and Play Movie (DVD) was done automatically by the Harmony - I just needed to specify which inputs on the TV and soundbar to use for different activities - and so far (about a month later) they've all worked flawlessly.\\n\\nNote re Apple TV:  I still use its remote for most functions since the Harmony doesn't have Siri or a touch screen.  Not a big deal at all, and volume can be controlled by either the Harmony or the Apple remote, so when using the Apple TV I don't really need the Harmony for anything other than to start the activity.  If you don't care about Siri, you could use the Harmony for all ATV functions.\\n\\nNote on placement:  my cable box and apple tv are in one section of a wood entertainment cabinet and the dvd player is in a separate section.  TV and soundbar are above the cabinet, with soundbar blocking the TV's remote sensor.  I put the included IR blaster in the section with Apple TV and cable box and it controls both easily, wherever it's placed.  The signal couldn't reach the DVD player in a separate part of the cabinet, but I put the hub (surprisingly small) on top of it - perfect.  I bought an extra IR mini blaster placed it on top of the soundbar, near the TV sensor and it controls both perfectly.  So my weird setup took a bit of time to figure out ideal placement, but this is not the fault of the Harmony.\\n\\nI also love the iOS app.  Although I agree it's not very intuitive, it's not hard to figure out.  It makes it very easy to access less common commands for all of the components and has a very cool &quot;favorites&quot; screen for TV/cable box channels.  And its screen for the Vizio soundbar is about a thousand times easier to use than the soundbar's own remote or app.","[]","B00N3RFC4G","B00O4RRHP6","AFRQNK6EOGNRKXPY5OEVVVN6P5GQ","2017-06-28 17:34:14.591","0","True","512"
"159459","5","After many different Bluetooth receivers, this one is the one that works as needed.","My car does not have Bluetooth audio but it does have a very good stereo with an AUX input. I bought numerous small Bluetooth receivers to try to get something that was satisfactory. The biggest problem most of them had was that you had to press a button to turn them on after not being in the car for a while. Plus, many would not auto power on when hooked up to power. Some even did not work while charging. This is most annoying since I don't like clutter in the car and was hoping to install them under the dash and out of sight.\\n\\nThis HomeSpot receiver does not have those problems. It does not have a battery and turns on when power is supplied. It remembers the paired devices and just works. I get into the car and the pairing is done before I can shift into gear.\\n\\nAnother problem many of the devices had was poor audio quality - well, I should say subpar since they were good but not up to the level of the stereo or my good headphones. This receiver does a very good job. Maybe it is the power supply design or the fact it is nearly the latest in Bluetooth standard that makes it so good, but it really does a great job.\\n\\nFor a car or even home stereo setup, this is wonderful as once you do the first pairing, it just works every time. No more hassle. I was able to install this completely out of sight and in a permanent mount for a rattle free and clutter free car interior.\\n\\nI have not used the power adapter or the wires that come with the device as I have my own, perfectly sized connections and USB power source. (I recommend a good, isolated power source to prevent ground loops nod hum from the otherwise noisy car electrical environment.)\\n\\nI wish I would have found this one before having ordered and tried some many others.\\n\\nPS - This used to be available under a different product link at Amazon and I reviewed it there and now that link no longer includes the receiver (it was a product option).  This is the same receiver but a different bundle of accessories with it.\\n\\nhttps://smile.amazon.com/gp/customer-reviews/R22GGT471B5ZJJ/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B01MRI5OVQ","[]","B009OBCAW2","B009OBCAW2","AF2NEZE3YHACQGOUOVN3F4ALMLMA","2017-03-09 19:55:49.000","0","False","512"
"664804","3","Not a great mouse, but will do in a pinch and ...","Not a great mouse, but will do in a pinch and it's easy to travel with.\\n\\nThere is no dongle/receiver to worry about since this mouse is Bluetooth and depends on the host device already having Bluetooth capabilities.\\n\\nThe tracking of the mouse seems on par with any other good-quality mouse. It is not a super-high-rez gaming mouse but it is better than a lot of the cheaper travel mice on the market.\\n\\nThe unique things about this mouse are two-fold: the bending feature and the two-dimensional touch scrolling feature.\\n\\nThe bending feature is slick. It works as advertised and it is a fairly comfortable mouse to hold. That being said, the force require to push the buttons is optimized by having finger tips that are placed toward the front end of the mouse instead of being able to click anywhere on the touch surface.\\n\\nSpeaking of the touch surface, it does away with physically separate left and right buttons. Instead the mouse detects which side your finger is clicking with. This is confused a little bit if you have fingers resting on both sides which will default to a left click. This means that you need to make sure you're only clicking with one finger on the right side to get a proper response. There is no center button functionality.\\n\\nThe scrolling feature works but isn't implemented as well as some other touch scrolling devices like trackpads. The scrolling isn't always smooth and there is no inertial effect. There is also no haptic feedback on the scrolling feature like there was with previous models of the Arc Touch mouse. When compared to the scrolling performance of other premium input devices like the Apple Magic Mouse 2 or Magic Trackpad, the Surface Arc Mouse is inferior. Of course, this mouse is optimized for Windows while Apple's is optimized for Macs but the comparison is still possible.\\n\\nThe touch surface also lacks any support for gestures beyond the simple horizontal and vertical scrolling. This includes a lack of support for taps instead of clicks.This is unfortunate as the touch area is relatively large and could benefit from some additional capabilities.\\n\\nOverall, this mouse compliments the Microsoft Surface and other Windows systems fairly well and it's real selling points are its ability to collapse to an easily transported flat form factor and use of Bluetooth instead of a proprietary wireless dongle but don't expect the touch scrolling feature to blow you away.","[]","B071DTNNL7","B083L4239G","AHHS4VQSPXM4V6LZFWUVQ3HUVYOA","2017-08-24 19:48:01.553","7","False","512"
"367111","1","Very poor software / firmware.","Not much impressed with the camera, oh, I haven't got that far.\\nAnything these days, that says &#34;smart&#34; is as dumb like my kitchen towel.\\nMy guess, they write the firmware assuming and most of us know what this means.\\nThe camera appears to insist to run in a different sub net. It has absolutely no idea where to go other than back into the box.\\nFor example, if your router is 192.168.0.1, this piece of art tries to hook up in 192.168.10.xxx, which is absolutely nuts.\\nIt doesn't even make any effort to try something else, rather it times out &#34;sorry pal, your camera is not on&#34; or &#34;out of range&#34; &#60;g&#62;\\nIf the Funlux app is connected to your dot 1 router why on earth would something smart like this try to connect to 10.xxx.\\nIt can try all day to get connected, it won't since it times out, you can't connect to another network and expect that it will run in your network.\\nI could probably change my router (since it lets me do that) and in the course buy myself several hours of work, because I would have to change everything to the new network. No Thanks!\\nI wish, it would be dumb and allow me to access the camera's setup, so I could set it straight in a stupid way.\\nBut Noooo! It insist on being smart and sorry screws more up than it does good.\\nThere is no ethernet to connect, so there is no way to do it over the wire.\\nPerhaps you can detect that I am upset over very, very, very poorly written software / firmware.\\nI just can't cope with brainless programmer, that may have had, once, success to have the camera do the right thing.\\nWhen the funlux software, running on an android, times out, it freezes, the otherwise working flawless android. ?????\\nThe camera, of course sits just there and is blinking green at me.\\nI mean even for $30 one can expect a little more than this.\\nI'll stop my review right now, because it could become a novel, since there are so many things that aren't logic to me.","[]","B01M25NUVN","B07CJJJ52Q","AEJC2FATACHXUS2BRYUXHCWXL6HQ","2017-11-21 01:58:27.272","0","True","512"
"309700","4","Pretty good, but rough around the edges.","I've spent the last two days with the Echo Show, and am really happy with it. I know it'll get better as time goes on, but it's a bit rough around the edges right now.\\n\\n* Show to Show calling is quite nice - calling across the house and to my friend's house was done flawlessly. The video was at the quality of our Skype and Facetime conversations. But backlit rooms? Forget it - it's hard to see the other person (or for them to see you.)\\n* The display is quite nice and playing videos from Amazon Video was easy but a bit awkward. The screen is as good as the entry level Fire tablet.\\n* Having said that, there's no skills/apps that take advantage of the screen quite yet, so it's nice to look at but not really functional quite yet. I can show my photos from my Amazon account, and manually set wallpaper from the app on the phone, but the out of box experience might let you down.\\n* The Alexa implementation for right now is a bit weak. For example, I can't say &#34;Alexa, play The Americans&#34; without it going to search for music. Same with looking up Youtube. That was a bit rough.\\n* The speakers are amazing - I was kind of surprised at how good the quality was when playing music at full volume (sorry, neighbors) with no real distortion. It's no Bose speaker but it works.\\n* Getting this to work as my bedside alarm clock is easy - you can say &#34;do not disturb&#34; when you're ready for bed, and you have to set the &#34;do not disturb&#34; time from the app if you want it scheduled.\\n* There is a lot of nostalgia, especially if you had a Chumby or a Sony Dash.\\n* There's no USB ports, so you can't use this to charge your phone. Makes sense.\\n\\nOverall I like it - this will take the place of the bedside Echo Dot while that gets repurposed around the house. For right now, this is a fancier version of the Dot, but it will improve over time as developers take advantage of the screen, and feedback steers the development from Amazon's side. Come the holidays, this should magnitudes better. For right now, 3.5 stars.","[]","B01J24C0TI","B01KIOU4EO","AEMQYBTZ4X6JE2X4XBUK5CB2UH2A","2017-06-30 04:16:58.422","4","True","512"
"171179","4","Just got them plus update","Just giving 4 star because by selecting 4 star Amazon says that I like it and a 5 star says I love it. I literally just opened the package. It's very light weight, when I plug it in a red charging light comes on which is great. I hope that it turns green when it is fully charged. I got the different size rubber? tips (small, medium, large) and a set of one size foam tips. There are only three buttons on it. One for answering a phone call and two for volume. I'm hoping that maybe holding down a button will let me skip a song. I wear glasses and if I place the temples of my glasses (strange word for that part of them, google glasses anatomy) over the headphone thing that wraps around my ears it feels ok. I guess it might even help hold them against my head better. Will update after it charges.\\n\\nUPDATE: 16 days later\\nThey work great, the bass is much better than I thought it was going to be. The LED light that turns red when charging turns blue when it is fully charged. If you double tap the volume up or volume down buttons the song skips forwards or backwards. the top phone button pauses and plays the song. There are other button combo options, but I don't have the manual in front of me. If you hold the volume up and down buttons together it will cycle through three types of EQ preferences. The only two I remember are treble and bass focused options. The charge holds for a long time, I haven't got a low battery yet. When you power up the headphones a woman's voice will say &#34;Power on battery high (if fully charged) and &#34;Power off&#34; if done again. I do a lot of physical work, so I sweat a lot, but the headphones stay clean and not grimy. They hold well on my head and I can still wear them well when one side is out of my ear. I can wear them without a problem on my neck, but when I am hot and sweaty I don't like them on there, but that's with anything. I am still very impressed with the quality. I still don't think they are worth the over $129 and I feel like even when they were on sale for $27 that was just some tactic to make me want to buy them faster. They are holding up very well and I only recommend them when they are under $50.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/7134DIDOzEL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/7134DIDOzEL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/7134DIDOzEL.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/7185Rk+t5eL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/7185Rk+t5eL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/7185Rk+t5eL.jpg', 'attachment_type': 'IMAGE'}]","B01C22IJV0","B01MR1X6ZU","AHZSXV5AB3J3N7M3ELNTNN3M6Q5A","2017-07-13 21:54:53.227","6","True","512"
